year,Argentina,Australia,Austria,Belgium,Brazil,Canada,Chile,Colombia,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,India,Ireland,Israel,Italy,Japan,Luxembourg,Mexico,Netherlands,New Zealand,Norway,Pakistan,Peru,Poland,Portugal,Russia,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Turkey,United Kingdom,United States,Uruguay
1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,
1798,,,,,,,,,,,,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94,7.56,
1799,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,7.29,
1800,,,,,,,,,,,,16.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,6.94,
1801,,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,6.44,
1802,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23,6.02,
1803,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,6.16,
1804,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6.29,
1805,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,6.38,
1806,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,6.14,
1807,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,6.08,
1808,,,,,,,,,,,,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,5.96,
1809,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,5.85,
1810,,,,,,,,,,,,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,5.82,
1811,,,,,,,,,,,,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,5.95,
1812,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,6.12,
1813,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,6.3,
1814,,,,,,,,,,,,8.0,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,,4.92,7.64,
1815,,,,,,,,,,,,7.45,4.94,,,,,,,,,,,6.09,,,,,,,,,,,,,,,,4.48,7.02,
1816,,,,,,,,,,,,8.35,5.19,,,,,,,,,,,5.69,,,,,,,,,,,,,,,,5.02,6.75,
1817,,,,,,,,,,,,8.15,5.46,,,,,,,,,,,5.76,,,,,,,,,,,,,,,,4.1,5.86,
1818,,,,,,,,,,,,7.2,5.86,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,3.87,5.78,
1819,,,,,,,,,,,,7.25,5.79,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,4.17,5.9,
1820,,,,,,,,,,,,6.7,5.72,,,,,,,,,,,5.52,,,,,,,,,,,,,,,,4.42,5.71,
1821,,,,,,,,,,,,6.15,5.87,,,,,,,,,,,5.25,,,,,,,,,,,,,,,,4.07,5.49,
1822,,,,,,,,,,,,5.6,5.47,,,,,,,,,,,5.25,,,,,,,,,,,,,,,,3.79,5.63,
1823,,,,,,,,,,,,5.95,5.47,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,3.8,5.64,
1824,,,,,,,,,,,,5.05,4.4,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,3.3,5.52,
1825,,,,,,,,,,,,4.4,4.41,,,,,,,,,,,4.45,,,,,,,,,,,,,,,,3.54,5.62,
1826,,,,,,,,,,,,4.42,4.74,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,3.79,5.79,
1827,,,,,,,,,,,,4.3,4.54,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,3.61,5.77,
1828,,,,,,,,,,,,4.2,4.41,,,,,,,,,,,4.37,,,,,,,,,,,,,,,,3.54,5.8,
1829,,,,,,,,,,,,3.75,4.12,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,3.34,5.85,
1830,,,,,,,,,,,,4.28,4.09,,,,,,,,,,,6.22,,,,,,,,,,,,,,,,3.49,3.82,
1831,,,,6.49,,,,,,,,5.15,4.41,,,,,,,,,,,6.02,,,,,,,,,,,,,,,,3.76,3.71,
1832,,,,5.86,,,,,,,,4.51,4.27,,,,,,,,,,,5.97,,,,,,,,,,,,,,,,3.58,3.57,
1833,,,,5.37,,,,,,,,3.98,4.13,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,3.42,4.04,
1834,,,,4.85,,,,,,,,3.91,4.03,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,3.32,4.45,
1835,,,,4.64,,,,,,,,3.77,3.96,,,,,,,,,,,4.54,,,,,,,,,,,,,,,,3.29,,
1836,,,,4.68,,,,,,,,3.77,3.94,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,3.35,,
1837,,,,4.7,,,,,,,,3.76,3.91,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,3.3,,
1838,,,,4.59,,,,,,,,3.74,3.9,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,3.23,,
1839,,,,4.64,,,,,,,,3.74,3.86,,,,,,,,,,,4.79,,,,,,,,,,,,,,,,3.28,,
1840,,,,4.46,,,,,,,,3.98,3.86,,,,,,,,,,,5.01,,,,,,,,,,,,,,,,3.35,,
1841,,,,4.76,,,,,,,,3.84,3.84,,,,,,,,,,,4.85,,,,,,,,,,,,,,,,3.38,,
1842,,,,4.75,,,,,,,,3.78,3.83,,,,,,,,,,,4.78,,,,,,,,,,,,,,,,3.27,6.12,
1843,,,,4.51,,,,,,,,3.71,3.84,,,,,,,,,,,4.56,,,,,,,,,,,,,,,,3.17,5.03,
1844,,,,4.2,,,,,,,,3.63,3.45,,,,,,,,,,,3.84,,,,,,,,,,,,,,,,3.03,4.85,
1845,,,,4.17,,,,,,,,3.58,3.52,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,3.12,5.16,
1846,,,,4.45,,,,,,,,3.63,3.66,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,3.13,5.5,
1847,,,,4.76,,,,,,,,3.88,3.76,,,,,,,,,,,4.52,,,,,,,,,,,,,,,,3.44,5.77,
1848,,,,7.15,,,,,,,,5.58,4.6,,,,,,,,,,,5.02,,,,,,,,,,,,,,,,3.51,5.71,
1849,,,,5.47,,,,,,,,5.8,4.13,,,,,,,,,,,4.51,,,,,,,,,,,,,,,,3.24,5.16,
1850,,,,5.05,,,,,,,,5.33,4.1,,,,,,,,,,,4.36,,,,,,,,,,,,,,,,3.11,4.58,
1851,,,,4.97,,,,,,,,4.94,3.99,,,,,,,,,,,4.28,,,,,,,,,,,,,,,,3.09,4.47,
1852,,,,4.64,,,,,,,,4.0,3.76,,,,,,,,,,,3.76,,,,,,,,,,,,,,,,3.02,4.39,
1853,,,,4.52,,,,,,,,3.9,3.82,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,3.07,4.02,
1854,,,,4.98,,,,,,,,4.34,4.21,,,,,,,,,,,4.16,,,,,,,,,,,,,,,,3.27,4.14,
1855,,,,4.7,,,,,,,,4.42,4.1,,,,,,,,,,,3.98,,,,,,,,,,,,,,,,3.31,4.18,
1856,,,,4.6,,,,,,,,4.39,4.15,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,3.22,4.11,
1857,,,,4.48,,,,,,,,4.39,4.23,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,3.27,4.3,
1858,,,,4.48,,,,,,,,4.21,4.15,,,,,,,,,,,3.88,,,,,,,,,,,,,,,,3.1,4.32,
1859,,,,4.51,,,,,,,,4.55,4.29,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,3.15,4.72,
1860,,,,4.49,,,,,,,,4.34,4.11,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,3.19,5.86,
1861,,,,4.42,,,,,,,,4.38,3.94,,,,,,,6.97,,,,3.97,,,,,,,,,,,,,,,,3.28,6.7,
1862,,,,4.37,,,,,,,,4.28,3.86,,,,,,,7.26,,,,3.89,,,,,,,,,,,,,,,,3.23,6.12,
1863,,,,4.1,,,,,,,,4.39,3.91,,,,,,,7.09,,,,3.92,,,,,,,,,,,,,,,,3.24,5.92,
1864,,,,4.26,,,,,,,,4.54,3.88,,,,,,,7.55,,,,4.01,,,,,,,,,,,,,,,,3.33,5.45,
1865,,,,4.25,,,,,,,,4.42,3.87,,,,,,,7.83,,,,4.05,,,,,,,,,,,,,,,,3.35,5.56,
1866,,,,4.36,,,,,,,,4.55,4.31,,,,,,,9.23,,,,4.5,,,,,,,,,,,,,,,,3.41,5.49,
1867,,,,4.43,,,,,,,,4.42,4.18,,,,,,,9.66,,,,4.76,,,,,,,,,,,,,,,,3.23,5.45,
1868,,,,4.23,,,,,,,,4.27,4.25,,,,,,,9.32,,,,4.39,,,,,,,,,,,,,,,,3.2,5.29,
1869,,,,4.02,,,,,,,,4.17,,,,,,,,8.95,,,,4.65,,,,,,,,,,,,,,,,3.23,5.09,
1870,,,,4.02,,,,,,,,4.76,4.87,,,,,,,9.0,,,,4.75,,,,,,,,,,,,,,,,3.24,5.2,
1871,,,,4.04,,,,,,,,5.51,4.45,,,,,,,7.2,,,,4.33,,,,,,,,,,,,,,,,3.23,5.22,
1872,,,,3.91,,,6.19,,,,,5.47,4.18,,,,,,,5.98,,,,4.66,,,,,,,,,,,,,,,,3.24,5.12,
1873,,,,3.87,,,6.66,,,,,5.34,4.08,,,,,,,6.25,,,,4.33,,,,,,,,,,,,,,,,3.24,5.12,
1874,,,,4.08,,,7.03,,,,,4.9,4.02,,,,,,,6.25,,,,4.01,,,,,,,,,,,,,,,,3.24,5.03,
1875,,,,4.08,,,6.95,,,,,4.66,4.09,,,,,,,5.88,,,,3.96,,,,,,,,,,,,,,,,3.2,4.9,
1876,,,,4.08,,,7.03,,,,,4.35,4.12,,,,,,,5.84,,,,3.96,,,,,,,,,,,,,,,,3.16,4.91,
1877,,,,3.98,,,7.23,,,,,4.27,4.2,,,,,,,5.88,,,,3.91,,,,,,,,,,,,,,,,3.15,5.32,
1878,,,,3.97,,,7.81,,,,,4.06,4.19,,,,,,,5.6,,,,3.98,,,,,,,,,,,,,,,,3.15,5.55,
1879,,,,3.81,,,7.23,,,,,3.73,4.07,,,,,,,5.15,,,,3.86,,,,,,,,,,,,,,,,3.08,5.66,
1880,,,,3.65,,,5.8,,,,,3.56,4.03,,,,,,,4.88,,,,3.84,,,,,,,,,,,,,,,,3.05,3.76,
1881,,,,3.56,,,5.58,,,,,3.54,3.94,,,,,,,4.87,,,,3.72,,,,,,,,,,,,,,,,3.0,3.46,
1882,,,,3.56,,,5.58,,,,,3.67,3.96,,,,,,,4.97,,,,3.75,,,,,,,,,,,,,,,,2.99,3.35,
1883,,,,3.58,,,5.75,,,,,3.83,3.93,,,,,,,4.97,,,,3.84,,,,,,,,,,,,,,,,2.97,3.32,
1884,,,,3.56,,,5.67,,,,,3.88,3.88,,,,,,,4.61,,,,3.75,,,,,,,,,,,,,,,,2.97,3.29,
1885,,,,3.4,,,5.67,,,,,3.79,3.84,,,,,,,4.56,,,,3.6,,,,,,,,,,,,,,,,3.02,3.17,
1886,,,,3.13,,,5.8,,,,,3.66,3.77,,,,,,,4.14,,,,3.36,,,,,,,,,,,,,,,,2.98,3.16,
1887,,,,3.12,,,5.62,,,,,3.78,3.76,,,,,,,4.46,,,,3.38,,,,,,,,,,,,,,,,2.95,3.14,
1888,,,,3.1,,,5.42,,,,,3.63,3.71,,,,,,,4.52,,,,3.25,,,,,,,,,,,,,,,,2.97,3.13,
1889,,,,3.11,,,5.58,,,,,3.51,3.7,,,,,,,4.58,,,,2.99,,,,,,,,,,,,,,,,2.81,3.14,
1890,,,,2.97,,,5.67,,,,,3.26,3.75,,,,,,,4.6,,,,3.19,,,,,,,,,,,,,,,,2.67,3.26,
1891,,,,2.83,,,,,,,,3.18,3.77,,,,,,,4.71,,,,3.15,,,,,,,,,,,,,,,,2.7,3.38,
1892,,,,2.82,,,5.58,,,,,3.07,3.74,,,,,,,4.66,,,,3.01,,,,,,,,,,,,,,,,2.65,3.46,
1893,,,,2.69,,,5.88,,,,,3.1,3.73,,,,,,,4.63,,,,2.96,,,,,,,,,,,,,,,,2.61,3.56,
1894,,,,2.56,,,6.1,,,,,2.98,3.75,,,,,,,4.59,,,,2.66,,,,,,,,,,,,,,,,2.52,3.51,
1895,,,,2.57,,,6.33,,,,,2.96,3.79,,,,,,,4.37,,,,2.69,,,,,,,,,,,,,,,,2.39,3.56,
1896,,,,2.65,,,6.7,,,,,2.94,3.79,,,,,,,4.35,,,,2.8,,,,,,,,,,,,,,,,2.28,3.78,
1897,,,,2.63,,,6.4,,,,,2.9,3.85,,,,,,,4.18,,,,2.84,,,,,,,,,,,,,,,,2.25,3.54,
1898,,,,2.62,,,6.66,,,,,2.92,,,,,,,,4.06,,,,2.88,,,,,,,,,,,,,,,,2.28,3.58,
1899,,,,2.78,,,6.2,,,,,2.98,,,,,,,,4.01,,,,3.14,,,,,,,,,,,,,,,,2.36,3.54,
1900,5.14,,,2.92,6.32,3.61,5.8,,,,,2.98,3.68,,,,,,,4.02,,,,3.29,,,,,,,,,,,,,,,,2.54,2.12,
1901,5.24,,,2.91,6.02,3.77,5.8,,,,,2.96,3.65,,,,,,,3.97,,,,3.24,,,,,,,,,,,,,,,,2.67,1.98,
1902,5.29,,,2.84,5.56,3.79,5.67,,,,,2.99,3.52,,,,,,,3.91,,,,3.07,,,,,,,,,,,,,,,,2.66,1.93,
1903,5.01,,,2.77,5.21,3.76,5.74,,,,,3.06,3.53,,,,,,,3.91,,,,3.11,,,,,,,,,,,,,,,,2.75,1.97,
1904,4.86,,,2.85,5.18,3.78,5.51,,,,,3.11,3.57,,,,,,,3.9,,,,3.12,,,,,,,,,,,,,,,,2.83,2.08,
1905,4.87,,,2.88,4.61,3.63,5.39,,,,,3.03,3.57,,,,,,,3.82,,,,3.16,,,,,,,,,,,,,,,,2.78,2.03,
1906,4.87,,,2.92,4.55,3.67,5.58,,,,,3.08,3.63,,,,,,,3.87,,,,3.17,,,,,,,,,,,,,,,,2.83,2.03,
1907,4.9,,,3.03,4.89,4.04,5.67,,,,,3.16,3.75,,,,,,,3.69,,,,3.31,,,,,,,,,,,,,,3.66,,2.97,2.33,
1908,4.86,,,3.14,4.85,4.14,7.14,,,,,3.13,3.8,,,,,,,3.63,,,,3.31,,,,,,,,,,,,,,3.73,,2.9,2.39,
1909,4.81,,,3.11,4.77,3.81,6.51,,,,,3.07,3.7,,,,,,,3.61,,,,3.27,,,,,,,,,,,,,,3.64,,2.98,2.57,
1910,4.82,,,3.22,4.46,3.95,6.4,,,,,3.06,3.76,,,,,,,3.6,,,,3.35,,,,,,,,,,,,,,3.7,,3.08,2.76,
1911,4.83,,,3.25,4.52,3.94,6.31,,,,,3.14,3.79,,,,,,,3.67,,,,3.52,,,,,,,,,,,,,,3.85,,3.15,2.7,
1912,4.84,,,3.5,4.62,4.14,6.75,,,,,3.27,3.91,,,,,,,3.27,,,,3.71,,,,,,,,,,,,,,4.02,,3.28,2.71,
1913,4.88,,,3.92,4.97,4.34,7.15,,,,,3.44,4.09,,,,,,,3.44,,,,3.5,,,,,,,,,,,,,,4.17,,3.39,2.83,
1914,,,,,,4.29,7.4,,,,,3.78,5.06,,,,,,,3.78,,,,3.49,,,,,,,,,,,,,,4.16,,3.46,2.79,
1915,,,,,,4.68,7.9,,,,,4.36,5.06,,,,,,,,,,,3.95,,,,,,,,,,,,,,,,3.82,2.79,
1916,,,,,,5.12,7.05,,,,,4.8,5.1,,,,,,,,,,,4.09,,,,,,,,,,,,,,4.85,,4.31,2.57,
1917,,,,,,5.51,6.9,,,,,4.95,5.11,,,,,,,,,,,4.12,,,,,,,,,,,,,,5.03,,4.58,2.95,
1918,,,,,,6.01,,,,,,4.94,5.11,,,,,,,,,,,4.52,,,,,,,,,,,,,,5.34,,4.4,3.05,
1919,,,,4.43,,5.63,,,,,,4.82,6.2,,,,,,,,,,,5.0,,,,,,,,,,,,,,5.56,,4.62,3.02,
1920,,,,4.95,,5.77,,,,,,5.3,6.34,,,,,,,,,,,5.56,,,,,,,,,,,,,,7.0,,5.32,5.32,
1921,,,,5.08,,5.88,,,,,,5.3,6.45,,,,,,,,,,,5.21,,,,,,,,,,,,,,6.1,,5.21,5.09,
1922,,,,4.86,,5.34,,,,,,5.05,,,,,,,,,,,,4.86,,,,,,,,,,,,,4.82,4.8,,4.43,4.3,
1923,,,,5.05,,5.05,,,,,,5.42,,,,,,,,,,,,4.63,,,,,,,,,,,,,4.86,4.79,,4.31,4.36,
1924,,,,5.49,,4.9,,,,,,5.58,9.97,,,,,,,5.07,,,,4.7,,,,,,,,,,,,,4.9,5.31,,4.39,4.06,
1925,,,,5.88,,4.81,,,,,,6.37,8.45,,,,,,,5.38,,,,4.18,,,,,,,,,,,,,4.83,5.05,,4.43,3.86,
1926,,,,6.72,,4.84,,,,,,6.15,6.71,,,,,,,6.28,,,,4.0,,,,,,,,,,,,,4.68,4.8,,4.55,3.68,
1927,,,,5.1,,4.65,,,,,,4.6,5.93,,,,,,,5.94,,,,4.01,,,,,,,,,,,,,4.58,4.79,,4.56,3.34,
1928,,,,4.7,,4.48,,,,,,4.35,6.89,,,,,,,6.27,,,,3.88,,,,,,,,,,,,,4.59,4.73,,4.47,3.33,
1929,6.34,,,4.63,6.52,4.93,,,,,,4.08,7.27,,,,,,,5.14,,,,3.94,,,,,,,,,,,,,4.56,4.66,,4.6,3.6,
1930,6.26,5.12,,4.03,6.79,4.73,7.79,11.67,,4.71,,3.44,7.24,,,,,,,5.21,,,,3.81,,5.05,,,,,,,,,,,4.18,4.12,,4.46,3.29,
1931,6.52,5.55,,3.92,6.5,4.65,11.82,13.95,,4.66,,3.48,7.33,,,,,,,4.9,,,,3.86,,5.01,,,,6.66,,,,,,,4.22,3.86,,4.53,3.34,
1932,7.15,6.06,,4.47,6.35,5.14,11.42,13.92,,4.84,,3.84,10.19,,,,,,,4.77,,,,3.89,,5.02,,,,6.03,,,,,,,4.32,3.8,,3.76,3.68,
1933,7.0,4.42,,4.54,5.88,4.55,7.85,9.4,,4.01,,4.38,7.81,,,,,,,4.35,,,,3.68,3.94,4.95,,,,4.78,,,,,,,4.02,4.02,,3.38,3.31,
1934,5.39,3.75,,4.1,5.92,3.91,7.53,8.66,,3.94,,4.14,6.77,,,,3.39,,,4.09,,,,3.35,3.53,4.67,,,,4.0,,,,,,,3.47,4.16,,3.08,3.12,
1935,5.24,3.35,,3.92,6.25,3.39,7.48,9.31,,4.2,,3.88,4.78,,,,3.54,,,4.79,,,,3.43,3.33,4.44,,,,4.05,,,,,,,3.19,4.64,,2.89,2.79,
1936,5.09,3.58,,3.74,6.49,2.97,8.26,9.69,,4.38,,4.32,4.77,,,,3.16,,,4.74,,,,3.32,3.72,4.52,,8.1,,3.65,,,,,,,3.12,4.43,,2.94,2.65,4.43
1937,4.99,3.88,,3.33,6.3,3.17,8.58,8.73,,4.48,,4.27,4.6,,,,3.26,,,4.81,,,,3.13,3.61,4.46,,7.99,,3.61,,,,3.2,,,3.04,3.41,,3.28,2.68,4.24
1938,4.99,3.84,,3.97,6.21,3.09,8.43,8.92,,4.27,,4.04,4.51,,,,3.2,,,4.81,,,,2.99,3.81,4.33,,8.24,,3.74,,,,3.45,,,2.34,3.24,,3.38,2.56,4.83
1939,4.97,3.91,,4.37,6.26,3.16,9.03,8.17,,4.66,,3.97,4.56,,,,3.56,,,4.88,,,,3.56,4.24,4.58,,9.09,,3.97,,,,3.7,,,2.9,3.76,,3.72,2.36,4.61
1940,4.99,3.3,,4.81,6.23,3.28,9.28,8.46,,4.99,,4.06,4.49,,,,3.61,,,4.85,,,,3.98,3.61,5.39,,8.0,,3.83,,,,3.4,,,3.91,4.06,,3.4,2.21,5.02
1941,4.96,3.23,,4.13,6.23,3.1,8.94,6.98,,4.15,,3.19,4.4,,,,3.33,,,4.67,,,,3.68,3.37,3.67,,7.25,,3.61,,,,3.0,,,,3.39,,3.13,1.95,5.08
1942,4.15,3.24,,4.01,6.1,3.06,8.41,6.36,,4.06,,3.14,4.35,,,,3.45,,,4.24,,,,3.21,3.2,3.54,,6.93,,2.92,,,,3.0,,,,3.15,,3.03,2.46,5.06
1943,4.15,3.23,,3.96,5.23,3.01,8.37,6.28,,4.38,,3.11,4.35,,,,3.2,,,4.06,,,,3.11,3.18,3.52,,,,2.82,,,,3.0,,,,3.32,,3.1,2.47,4.94
1944,4.13,3.24,,3.82,5.11,2.99,8.33,6.51,,3.97,,3.01,,,,,3.11,,,3.36,,,,3.09,3.16,3.45,,6.42,,2.76,,,,3.05,,,,3.27,,3.14,2.48,4.74
1945,4.18,3.25,,4.01,5.43,2.93,8.31,6.62,,3.76,,2.99,,,,,3.1,,,3.22,,,,3.01,3.18,3.42,,7.07,,2.83,,,,3.05,,,3.04,3.29,,2.92,2.37,4.46
1946,3.11,3.24,,4.17,5.54,2.61,8.2,6.64,,3.55,,3.17,,,,,2.79,,,3.81,,,,2.99,3.01,2.96,,7.04,,2.83,,,,2.89,,,3.01,3.1,,2.6,2.19,4.3
1947,3.2,3.17,,4.44,6.37,2.56,8.33,7.12,,3.65,,3.91,,,,,2.86,,,4.43,,,,3.06,3.02,2.5,,6.66,,3.04,,,,2.63,,,3.02,3.17,,2.76,2.25,4.59
1948,3.26,3.14,,4.75,7.17,2.93,8.33,7.13,,4.07,,4.62,5.39,,,,2.97,,,4.4,,,,3.09,3.03,2.49,2.91,6.94,,3.24,,,,2.9,,,3.08,3.42,6.9,3.21,2.44,4.92
1949,3.26,3.12,,4.6,7.06,2.82,8.33,6.61,,4.44,,4.78,,,,,2.99,,,4.52,,,,3.12,3.0,2.5,2.81,7.11,,3.76,,,,3.33,,,3.02,2.94,6.84,3.3,2.31,5.67
1950,3.26,3.14,,4.42,6.86,2.78,8.33,6.49,,4.53,,5.02,,,,,3.11,,,5.73,,,,3.12,3.07,2.58,2.96,7.37,,3.92,,,,3.63,,,3.11,2.67,6.52,3.55,2.32,5.64
1951,3.26,3.53,,4.62,7.08,3.24,8.33,6.58,,5.14,,5.31,,,,,3.28,,,6.11,,,,3.42,3.08,2.74,2.98,7.43,,3.79,,,,3.6,,,3.23,2.95,5.49,3.79,2.57,5.52
1952,3.26,4.34,,4.51,7.02,3.59,8.33,6.34,,5.29,,4.81,,,,,3.69,4.53,,5.9,,,,3.41,3.85,2.74,2.98,7.42,,3.48,,,,4.28,,,3.28,2.84,4.95,4.23,2.68,6.05
1953,3.24,4.48,,4.4,7.22,3.68,8.33,6.33,,5.08,,4.93,,,,,3.64,4.58,,6.06,,,,3.18,4.01,2.72,3.06,8.12,,3.38,,,,4.5,,,3.27,2.55,4.21,4.08,2.92,6.0
1954,,4.46,,4.27,7.09,3.14,,6.25,,5.24,,4.53,,,,,3.65,4.42,,6.06,,,,3.16,3.98,2.69,3.14,8.06,,3.27,,,,4.46,,,3.24,2.62,4.81,3.76,2.401667,6.55
1955,,4.52,,4.614167,7.3,3.189167,,6.74,,5.55,,4.25,,,,,3.72,4.47,,6.2,,,,3.18,4.15,2.99,3.15,7.82,,3.18,,,,4.33,,,3.7,2.9825,4.81,4.17,2.816667,6.23
1956,,5.03,,4.759167,7.6,3.605833,,,,5.71,,4.59,,,,,3.93,5.29,,6.74,,,,3.42,4.65,4.31,3.14,7.7,,3.03,,,,4.73,,,3.75,3.125,4.82,4.74,3.1825,6.41
1957,,5.02,,6.065,7.6,4.125,,,,5.77,,5.16,,,,,4.14,5.59,,6.81,,,,4.05,4.82,4.58,3.2,7.71,,3.05,,,,4.75,,,4.33,3.6675,4.8,4.98,3.6475,6.05
1958,,4.97,,5.410833,7.5,4.115833,,,,5.24,,3.92,,,,,4.18,5.61,,6.16,,,,4.07,4.95,4.76,3.2,9.36,,3.03,,,,5.145833,,,4.33,3.153333,4.72,4.98,3.315833,6.18
1959,,4.92,,5.020833,8.4,5.048333,,,,5.32,,3.41,,,,,4.05,5.1,,5.43,,,,4.398334,4.85,4.61,3.25,11.5,,3.45,,,,5.25,,,4.28,3.076667,4.79,4.82,4.333333,7.06
1960,,5.0,,5.548333,,5.188334,,,,5.76,,5.663333,,,,,4.06,5.45,,5.24,,,,4.455,4.82,4.58,3.5,9.79,,3.46,,,,5.293334,,,4.56,3.0925,4.74,5.855834,4.116667,8.5
1961,,5.27,,5.871666,,5.058333,,,,6.02,,5.519166,,,,,4.11,6.04,,5.18,,,,4.179167,5.08,4.64,3.69,8.24,,3.82,,,,5.773334,,,4.55,2.955833,4.77,6.264167,3.8825,7.24
1962,,4.92,,5.1775,,5.099167,,,,6.32,,5.434166,,,,,4.36,6.06,,5.26,,,,4.235833,5.23,4.95,3.81,7.69,,3.96,,,,5.386667,,,4.4,3.124167,4.71,5.764167,3.945833,6.88
1963,,4.58,,5.2825,,5.090833,,,,6.44,,5.338333,,,,,4.68,5.48,,5.43,,,,4.309166,5.15,4.96,3.93,7.14,,4.18,,,,4.75,,,4.45,3.246667,4.64,5.165833,4.0025,6.43
1964,,4.72,,6.451667,,5.184166,,,,6.24,,5.449167,,,,,4.73,5.93,,6.26,,,,5.089167,5.06,4.94,3.9,7.23,,3.94,,,,4.770833,,,4.8,3.970833,4.64,5.7025,4.186666,6.34
1965,,5.21,6.52,6.438334,,5.199167,,,,7.35,,6.2025,,,,,5.33,6.24,,5.72,,,,5.500834,5.1,4.99,4.2,6.74,,3.88,,,,5.604167,,,5.01,3.945833,4.63,6.551667,4.2825,6.98
1966,,5.25,6.93,6.651667,,5.685,,,,7.86,,6.579167,,,,,5.55,6.96,,5.65,,,,6.583333,5.28,5.0,4.48,,,3.96,,,,6.25,,,5.75,4.164166,4.63,6.866667,4.923333,6.74
1967,,5.25,7.24,6.684166,,5.898334,,,,8.17,,6.706666,,,,,5.52,6.99,,5.81,,,,6.424167,5.51,5.0,4.47,,,5.0,,,,6.5,,,5.31,4.603333,4.56,6.7,5.073333,7.04
1968,,5.21,7.74,6.545,,6.725,,,,8.43,,6.950833,,,,,5.07,7.36,,5.79,,,,6.519166,5.59,4.94,4.76,,,5.11,,,,6.5,,,5.9,4.3725,4.54,7.509167,5.645833,6.13
1969,,5.81,7.52,7.293334,,7.558333,,,,9.34,,8.1775,,,,,5.0,9.71,,6.64,,,,7.473333,5.54,5.12,5.21,,,5.15,,,,6.5,,,6.83,4.9,4.02,8.83,6.670833,7.57
1970,,6.646667,7.82,7.804167,,7.965833,,,,10.57,,8.550834,,,,,5.0,9.86,,9.01,,,,8.010834,5.5075,6.29,5.5,,,5.28,,,,7.145833,,,7.39,5.715833,,8.634167,7.348333,
1971,,6.713333,7.71,7.321667,,6.945,,,,10.67,,8.421667,,,,,5.64,9.238334,,8.34,,,,7.625834,5.516667,6.4,5.76,,,5.7,,,,8.375,,,7.23,5.265833,,7.868333,6.159167,
1972,,5.831666,7.37,7.044167,,7.225,,,,10.37,,8.013333,,,,,5.65,9.071667,,7.47,,,,7.354167,5.523334,6.27,5.76,,,6.01,,,,8.353333,,,7.29,4.963333,,8.375,6.21,
1973,,6.933333,8.25,7.494167,,7.528333,,,,11.08,,8.998333,,,,,5.65,10.7175,,7.42,,,,7.916667,5.796667,6.19,5.76,,,5.5,,,,7.8325,,,7.39,5.594167,,10.55833,6.8425,
1974,,9.036667,9.74,8.768333,,8.87,,,,14.55,,11.0025,,,,,6.03,14.62,,9.87,,,,9.824166,6.0825,7.1,5.77,,,,,,,8.958333,,,7.79,7.129167,,14.20667,7.5575,
